ID;USERNAME_;PASSWORD_;NAMESURNAME;EMAIL;GENDER;BIRTHDATE;CREATEDDATE;TELNR2;AGE
4976;E_SANHAL;dhina972;Esra SANHAL;E_SANHAL@sqlegitimbtk.com;K;9.12.1946;25.04.2018 01:49;(533)2315793;79
4977;E_NUR;jessetannous;Ela nur SANDIKCI;E_NUR@sqlegitimbtk.com;K;27.12.1977;26.04.2018 01:49;(543)4413672;48
4978;N_TOPALAN;optaylor27;Nebahat TOPALAN;N_TOPALAN@sqlegitimbtk.com;K;12.01.1992;27.04.2018 01:49;(538)4266833;33
4979;K_TURANI;musicangels124;Kumsal TURANİ;K_TURANI@sqlegitimbtk.com;K;5.02.1978;28.04.2018 01:49;(555)9162748;47
4980;N_HASKAVUNCU;alfy.boua;Nuran HASKAVUNCU;N_HASKAVUNCU@sqlegitimbtk.com;K;2.03.1987;29.04.2018 01:49;(537)1616863;38
4981;N_CUHA;appuyons02;Nuriye CUHA;N_CUHA@sqlegitimbtk.com;K;9.04.1941;30.04.2018 01:49;(532)4308295;84
4982;N_MIMMELIH;evos_wif3y_4_lif3y;Nazar MİMMELİH;N_MIMMELIH@sqlegitimbtk.com;K;2.08.1994;1.05.2018 01:49;(543)9766937;31
4983;B_ERGOVAN;sayamelia;Beril ERGOVAN;B_ERGOVAN@sqlegitimbtk.com;K;8.07.1951;2.05.2018 01:49;(542)5274756;74
4984;F_INCEGVL;letanne352;Furkan İNCEĞÜL;F_INCEGVL@sqlegitimbtk.com;E;17.12.1951;3.05.2018 01:49;(543)4498481;74
4985;S_ONURALP;rivener;Sebahattin ONURALP;S_ONURALP@sqlegitimbtk.com;E;27.02.1973;4.05.2018 01:49;(505)1095194;52
4986;C_MUTI;06 12 1546;Cemile MUTİ;C_MUTI@sqlegitimbtk.com;K;6.06.1951;5.05.2018 01:49;(535)5585755;74
4987;E_KANTEK;kelsey048;Eyüp KANTEK;E_KANTEK@sqlegitimbtk.com;E;12.02.1961;6.05.2018 01:49;(535)1442653;64
4988;S_INCETEKIN;alfonsorica;Selim İNCETEKİN;S_INCETEKIN@sqlegitimbtk.com;E;7.10.1988;8.05.2018 01:49;(532)6478675;37
4989;H_SUKUT;osuoji;Hakan SUKUT;H_SUKUT@sqlegitimbtk.com;E;8.03.1966;10.05.2018 01:49;(541)9014156;59
4990;E_ADA;8diblastula;Elif ada GÜNCÜ;E_ADA@sqlegitimbtk.com;K;26.07.1996;11.05.2018 01:49;(505)1476553;29
4991;H_AKCEKEN;jentlestorms;Hanife AKÇEKEN;H_AKCEKEN@sqlegitimbtk.com;K;15.09.1941;12.05.2018 01:49;(541)2578335;84
4992;Y_ATABEY;gutterwho;Yaren ATABEY;Y_ATABEY@sqlegitimbtk.com;K;3.10.1951;13.05.2018 01:49;(533)2902773;74
4993;C_CANDI;ommitts;Caner CANDI;C_CANDI@sqlegitimbtk.com;E;23.09.1996;14.05.2018 01:49;(533)1279364;29
4994;I_AKBULAK;7245467873;İpek AKBULAK;I_AKBULAK@sqlegitimbtk.com;K;20.05.1942;15.05.2018 01:49;(544)1542376;83
4995;F_ICIN;fatasscat1;Fahri İÇİN;F_ICIN@sqlegitimbtk.com;E;15.01.1969;16.05.2018 01:49;(555)9318549;56
4996;B_CELINLI;kenekyt476;Berfin ÇELİNLİ;B_CELINLI@sqlegitimbtk.com;K;23.09.1941;17.05.2018 01:49;(505)6265997;84
4997;N_KARABAG;hello_there_friends;Nehir KARABAĞ;N_KARABAG@sqlegitimbtk.com;K;24.09.1963;18.05.2018 01:49;(533)5774968;62
4998;M_ALI;ce625e;Muhammed Ali GÜRGÜZEL;M_ALI@sqlegitimbtk.com;E;12.01.1990;19.05.2018 01:49;(533)4035934;35
4999;K_ERGINEL;49901877;Kader ERGİNEL;K_ERGINEL@sqlegitimbtk.com;K;11.04.1998;20.05.2018 01:49;(535)2459258;27
5000;E_YURTYAPAN;_aubree_774;Elif YURTYAPAN;E_YURTYAPAN@sqlegitimbtk.com;K;8.11.1987;21.05.2018 01:49;(553)6782539;38
5001;M_KIZAK;boxcarracer42192;Memet KIZAK;M_KIZAK@sqlegitimbtk.com;E;29.05.1946;21.05.2018 01:49;(541)5584330;79
5002;Y_COGALIRLAR;littlestarsdanceprogram;Yasemin ÇOĞALIRLAR;Y_COGALIRLAR@sqlegitimbtk.com;K;19.12.1965;22.05.2018 01:49;(538)3679068;60
5003;Z_BIDAV;soseductive2581;Zilan BİDAV;Z_BIDAV@sqlegitimbtk.com;K;12.03.1959;23.05.2018 01:49;(533)2464964;66
5004;S_BUYRUK;anisette681;Sevgi BUYRUK;S_BUYRUK@sqlegitimbtk.com;K;28.07.1998;24.05.2018 01:49;(553)3335932;27
5005;S_DAYIBAS;mehimyouherhimlove;Sıla DAYIBAŞ;S_DAYIBAS@sqlegitimbtk.com;K;19.10.1955;25.05.2018 01:49;(544)3333211;70
5006;E_KABACA;californian100;Emin KABACA;sqlserver.egitim@gmail.com;E;25.04.1958;26.05.2018 01:49;(544)4803139;67
5007;Z_BILGILIER;mgirly;Zeliha BİLGİLİER;Z_BILGILIER@sqlegitimbtk.com;K;31.03.1989;27.05.2018 01:49;(543)4203553;36
5008;Y_BVDVN;antidaterons12;Yusuf BÜDÜN;Y_BVDVN@sqlegitimbtk.com;E;25.02.1957;28.05.2018 01:49;(553)2413279;68
5009;A_ATESSOY;9202752664;Asel ATEŞSOY;A_ATESSOY@sqlegitimbtk.com;K;6.01.1986;29.05.2018 01:49;(538)1445889;39
5010;B_OZSEVIM;:640480;Birol ÖZSEVİM;B_OZSEVIM@sqlegitimbtk.com;E;25.09.1968;30.05.2018 01:49;(535)5599689;57
5011;S_DOKLAR;jaime6319670;Sevcan DOKLAR;S_DOKLAR@sqlegitimbtk.com;K;21.02.1959;31.05.2018 01:49;(555)3534011;66
5012;E_SU;ef7cfa;Elif su ERMAN;E_SU@sqlegitimbtk.com;K;23.12.1983;1.06.2018 01:49;(533)5128458;42
5013;H_ANAC;david sable;Hakkı ANAC;H_ANAC@sqlegitimbtk.com;E;11.08.1982;2.06.2018 01:49;(541)6617148;43
5014;A_KARABOGA;dj_boomer;Adnan KARABOĞA;A_KARABOGA@sqlegitimbtk.com;E;22.04.1996;3.06.2018 01:49;(541)3568039;29
5015;A_KARATURHAN;superincomprehensibleness5;Ayşegül KARATURHAN;A_KARATURHAN@sqlegitimbtk.com;K;16.04.1983;4.06.2018 01:49;(537)8823231;42
5016;I_MERSINLIOGLU;anestel99;İrem MERSİNLİOĞLU;I_MERSINLIOGLU@sqlegitimbtk.com;K;15.08.1944;5.06.2018 01:49;(505)1433526;81
5017;E_AYTEKELI;genant04;Esila AYTEKELİ;E_AYTEKELI@sqlegitimbtk.com;K;21.11.1951;6.06.2018 01:49;(505)6538111;74
5018;M_ALI;per5one;Muhammet Ali KAPLAMA;M_ALI@sqlegitimbtk.com;E;22.04.1945;7.06.2018 01:49;(541)2191116;80
5019;H_YENIGVN;koupis;Hakan YENİGÜN;H_YENIGVN@sqlegitimbtk.com;E;4.04.1976;8.06.2018 01:49;(543)1469760;49
5020;T_AKFI;torithompsoncentral;Toprak AKFI;T_AKFI@sqlegitimbtk.com;E;27.06.1942;9.06.2018 01:49;(534)5299841;83
5021;C_AZDER;hadyanto1995;Can AZDER;C_AZDER@sqlegitimbtk.com;E;2.06.1973;10.06.2018 01:49;(534)3528179;52
5022;B_SAYANER;nine-campus;Belinay SAYANER;B_SAYANER@sqlegitimbtk.com;K;3.10.1955;11.06.2018 01:49;(554)7765719;70
5023;E_CULLU;shasherid;Eylül ÇULLU;E_CULLU@sqlegitimbtk.com;K;30.11.1985;12.06.2018 01:49;(538)4464681;40
5024;H_KITLI;hande_bicir;Hakkı KİTLİ;H_KITLI@sqlegitimbtk.com;E;2.04.1998;13.06.2018 01:49;(534)7177183;27
5025;K_ALTVRK;iloverizzky4eva;Kadriye ALTÜRK;K_ALTVRK@sqlegitimbtk.com;K;1.06.1996;14.06.2018 01:49;(532)5443615;29
5026;M_OZCAKIR;asdiic;Medine ÖZÇAKIR;M_OZCAKIR@sqlegitimbtk.com;K;25.09.1974;15.06.2018 01:49;(532)9468225;51
5027;E_OZCIMEN;testilex;Elife ÖZÇİMEN;E_OZCIMEN@sqlegitimbtk.com;K;18.01.1967;16.06.2018 01:49;(538)8517741;58
5028;B_YATAN;"d&eacute;p&ecirc;trasses10";Beren YATAN;B_YATAN@sqlegitimbtk.com;K;5.09.1993;17.06.2018 01:49;(536)5555049;32
5029;E_ADA;tapissez7;Elif ada KISLIOĞLU;E_ADA@sqlegitimbtk.com;K;24.08.1963;18.06.2018 01:49;(555)4909010;62
5030;B_TINGIDIK;zo\;Beyzanur TINGIDIK;B_TINGIDIK@sqlegitimbtk.com;K;10.11.1995;19.06.2018 01:49;(544)1828256;30
5031;M_ABATAY;alwaysteachable;Miraç ABATAY;M_ABATAY@sqlegitimbtk.com;E;11.09.1969;19.06.2018 01:49;(554)3045117;56
5032;G_YILDIZAN;iluvsaigon54;Görkem YILDIZAN;G_YILDIZAN@sqlegitimbtk.com;E;8.06.1989;20.06.2018 01:49;(542)9288190;36
5033;Z_TAVAN;tamadrum$1;Zeliha TAVAN;Z_TAVAN@sqlegitimbtk.com;K;28.08.1973;21.06.2018 01:49;(542)3795227;52
5034;E_ATICI;globalfilmworks;Elif ATICI;E_ATICI@sqlegitimbtk.com;K;24.03.1945;22.06.2018 01:49;(505)2489875;80
5035;C_AYANA;s121314z;Çınar AYANA;C_AYANA@sqlegitimbtk.com;E;18.03.1993;23.06.2018 01:49;(533)3806933;32
5036;Y_PALANDOKEN;standontoiletgethighonpot;Yağmur PALANDÖKEN;Y_PALANDOKEN@sqlegitimbtk.com;K;4.03.1982;24.06.2018 01:49;(544)7173487;43
5037;T_CURALI;somepeopleuhave_cutdemoff;Toprak CURALI;T_CURALI@sqlegitimbtk.com;E;21.11.1961;25.06.2018 01:49;(535)7274184;64
5038;O_HENDEM;extraktiv;Oktay HENDEM;O_HENDEM@sqlegitimbtk.com;E;17.08.1943;26.06.2018 01:49;(541)1824556;82
5039;H_BOYACI;svenja_l;Hasan BOYACI;H_BOYACI@sqlegitimbtk.com;E;22.05.1992;27.06.2018 01:49;(555)4756097;33
5040;H_YESILOZ;roupy359;Habibe YEŞİLÖZ;H_YESILOZ@sqlegitimbtk.com;K;12.06.1955;28.06.2018 01:49;(533)4844896;70
5041;T_KALPKIRMAZ;palanpur900;Tahsin KALPKIRMAZ;T_KALPKIRMAZ@sqlegitimbtk.com;E;18.06.1977;29.06.2018 01:49;(532)6587511;48
5042;S_ILBASAN;julioyolanda;Sare İLBASAN;S_ILBASAN@sqlegitimbtk.com;K;30.03.1985;30.06.2018 01:49;(553)2735982;40
5043;E_OZYALCIN;idoneveno;Ege ÖZYALÇIN;E_OZYALCIN@sqlegitimbtk.com;E;23.06.1942;1.07.2018 01:49;(542)9727080;83
5044;A_OMURTAK;litwiz972;Ayaz OMURTAK;A_OMURTAK@sqlegitimbtk.com;E;9.05.1967;2.07.2018 01:49;(535)4935147;58
5045;P_ILKSERIM;bellingwede;Polat İLKSERİM;P_ILKSERIM@sqlegitimbtk.com;E;4.06.1978;3.07.2018 01:49;(555)4425031;47
5046;U_KANTEMIZ;d4yt!m35;Umut KANTEMİZ;U_KANTEMIZ@sqlegitimbtk.com;E;30.11.1988;4.07.2018 01:49;(555)2133596;37
5047;M_GOKKVL;belinda_mae_fender;Mücahit GÖKKÜL;M_GOKKVL@sqlegitimbtk.com;E;24.04.1975;5.07.2018 01:49;(533)5549536;50
5048;V_EKSOZ;chuckly65;Veli EKSOZ;V_EKSOZ@sqlegitimbtk.com;E;19.04.1978;6.07.2018 01:49;(541)4443430;47
5049;E_ISIKOGLU;crazynigga89;Erol IŞIKOĞLU;E_ISIKOGLU@sqlegitimbtk.com;E;23.09.1964;7.07.2018 01:49;(542)9042245;61
5050;M_OCAKOGLU;33909tcp;Mahir OCAKOĞLU;M_OCAKOGLU@sqlegitimbtk.com;E;2.01.1965;8.07.2018 01:49;(537)5494635;60
5051;S_ANDISHAN;biizhoo;Sinan ANDIŞHAN;S_ANDISHAN@sqlegitimbtk.com;E;13.05.1975;9.07.2018 01:49;(554)7949492;50
5052;C_BABABALIM;russell2034;Ceylan BABABALIM;C_BABABALIM@sqlegitimbtk.com;K;6.12.1947;10.07.2018 01:49;(538)4002558;78
5053;G_OZKALIPCI;fredfarkle;Gökhan ÖZKALIPÇI;G_OZKALIPCI@sqlegitimbtk.com;E;5.10.1948;11.07.2017 01:49;(555)8426050;77
5054;D_YARAN;r20romich;Dursun YARAN;D_YARAN@sqlegitimbtk.com;E;6.02.1943;12.07.2017 01:49;(543)1751482;82
5055;E_DINCKURT;sweetygrl;Engin DİNÇKURT;E_DINCKURT@sqlegitimbtk.com;E;22.08.1998;13.07.2017 01:49;(543)8172749;27
5056;S_YASAROGLU;corpio1959;Sedanur YAŞAROĞLU;S_YASAROGLU@sqlegitimbtk.com;K;1.02.1949;14.07.2017 01:49;(544)2604930;76
5057;O_ASAF;dri2;Ömer Asaf TONGUÇ;O_ASAF@sqlegitimbtk.com;E;26.10.1950;15.07.2017 01:49;(536)8021244;75
5058;O_GVRBVZER;rencierais0;Oğuz GÜRBÜZER;O_GVRBVZER@sqlegitimbtk.com;E;7.07.1993;16.07.2017 01:49;(537)7866617;32
5059;C_KASIKARA;faunis+ica11y;Cafer KAŞIKARA;C_KASIKARA@sqlegitimbtk.com;E;14.03.1982;17.07.2017 01:49;(542)2961223;43
5060;N_GEDIKLI;msch3ls3ababii;Neriman GEDİKLİ;N_GEDIKLI@sqlegitimbtk.com;K;4.10.1993;18.07.2017 01:49;(544)1917525;32
5061;I_ILDEMIR;dana_sandrine;İlknur İLDEMİR;I_ILDEMIR@sqlegitimbtk.com;K;19.05.1990;18.07.2017 01:49;(554)5959217;35
5062;M_YAYIN;decoincerais0;Melisa YAYIN;M_YAYIN@sqlegitimbtk.com;K;21.10.1941;19.07.2017 01:49;(532)4747550;84
5063;I_KULO;mycuntsmells;İlker KULO;I_KULO@sqlegitimbtk.com;E;19.12.1945;20.07.2017 01:49;(538)2514058;80
5064;R_ERCIYESOGLU;51489b51489a;Reyhan ERCİYESOĞLU;R_ERCIYESOGLU@sqlegitimbtk.com;K;19.04.1990;21.07.2017 01:49;(544)8079457;35
5065;K_CARDAK;evette69newlondonct;Kadriye ÇARDAK;K_CARDAK@sqlegitimbtk.com;K;27.02.1981;22.07.2017 01:49;(537)6328478;44
5066;S_SAHINGIRIOGLU;amandaschumach;Savaş ŞAHİNGİRİOĞLU;S_SAHINGIRIOGLU@sqlegitimbtk.com;E;3.08.1944;23.07.2017 01:49;(538)9834193;81
5067;E_CABBAR;amandaspyropoulos;Ekrem CABBAR;E_CABBAR@sqlegitimbtk.com;E;6.01.1953;25.07.2017 01:49;(505)2215739;72
5068;S_ARIFAGAOGLU;540kristina;Şeyda ARİFAĞAOĞLU;S_ARIFAGAOGLU@sqlegitimbtk.com;K;7.05.1990;26.07.2017 01:49;(537)7172569;35
5069;Y_CEKIRDEK;60eed4;Yalçın ÇEKİRDEK;Y_CEKIRDEK@sqlegitimbtk.com;E;14.09.1954;27.07.2017 01:49;(541)8385118;71
5070;Y_TIRCI;13033907825;Yusuf TIRCI;Y_TIRCI@sqlegitimbtk.com;E;29.12.1989;28.07.2017 01:49;(543)4047311;36
5071;D_AVSAROGLU;shortxcutie4eva;Dursun AVŞAROĞLU;D_AVSAROGLU@sqlegitimbtk.com;E;11.11.1951;29.07.2017 01:49;(537)4269654;74
5072;N_MAMALI;akimitu3;Nilüfer MAMALI;N_MAMALI@sqlegitimbtk.com;K;26.08.1986;30.07.2017 01:49;(544)1302973;39
5073;E_ALBAYNA;loubet330;Esmanur ALBAYNA;E_ALBAYNA@sqlegitimbtk.com;K;26.11.1969;31.07.2017 01:49;(542)7748278;56
5074;S_APARI;nooneeyah;Satı APARI;S_APARI@sqlegitimbtk.com;K;9.12.1963;1.08.2017 01:49;(505)9461523;62
5075;E_GVNCVR;bekball08;Erva GÜNCÜR;E_GVNCVR@sqlegitimbtk.com;K;3.07.1986;2.08.2017 01:49;(532)5544572;39
5076;N_TAVUS;vampire-goddess;Nisa TAVUS;N_TAVUS@sqlegitimbtk.com;K;18.11.1999;3.08.2017 01:49;(538)5348521;26
5077;D_KOCGOZLV;raiden66;Dursun KOÇGÖZLÜ;D_KOCGOZLV@sqlegitimbtk.com;E;17.04.1985;4.08.2017 01:49;(542)1203374;40
5078;S_ALPER;davemattthewsgirl;Serap ALPER;S_ALPER@sqlegitimbtk.com;K;14.08.1960;5.08.2017 01:49;(532)1476112;65
5079;D_MART;massoins447;Dudu MART;D_MART@sqlegitimbtk.com;K;24.09.1973;6.08.2017 01:49;(537)1129925;52
5080;E_VTTV;readmyblogbb404;Esila ÜTTÜ;E_VTTV@sqlegitimbtk.com;K;24.09.1965;7.08.2017 01:49;(535)1375366;60
5081;E_SARICICEK;bb6aef;Elifnur SARIÇİÇEK;E_SARICICEK@sqlegitimbtk.com;K;3.03.1981;8.08.2017 01:49;(533)8307877;44
5082;H_HVSEYIN;ashleighpeacock;Hasan Hüseyin ALANHENDERSON;H_HVSEYIN@sqlegitimbtk.com;E;11.03.1985;9.08.2017 01:49;(536)1291686;40
5083;G_BVRCEK;aod9198;Gamze BÜRÇEK;G_BVRCEK@sqlegitimbtk.com;K;26.01.1941;10.08.2017 01:49;(555)7246517;84
5084;R_KIRKINCI;cyy*2006;Ravza KIRKINCI;R_KIRKINCI@sqlegitimbtk.com;K;13.11.1996;11.08.2017 01:49;(554)3032280;29
5085;F_ATAGAN;mtwsince1988;Ferdi ATAGAN;F_ATAGAN@sqlegitimbtk.com;E;19.12.1976;12.08.2017 01:49;(536)5638683;49
5086;H_ALTUNORAK;22931105;Hacer ALTUNORAK;H_ALTUNORAK@sqlegitimbtk.com;K;30.10.1952;13.08.2017 01:49;(554)8841675;73
5087;H_YERSIZ;erty177;Halil YERSİZ;H_YERSIZ@sqlegitimbtk.com;E;25.06.1965;14.08.2017 01:49;(536)3004698;60
5088;K_TOPGVLER;iluvroadrunner76;Kübra TOPGÜLER;K_TOPGVLER@sqlegitimbtk.com;K;18.03.1955;15.08.2017 01:49;(543)3556551;70
5089;G_GVDER;3mymichael17;Gizem GÜDER;G_GVDER@sqlegitimbtk.com;K;14.06.1959;16.08.2017 01:49;(532)6555652;66
5090;S_GINIZ;felgelds;Seda GİNİZ;S_GINIZ@sqlegitimbtk.com;K;4.05.1983;16.08.2017 01:49;(535)3138134;42
5091;N_CAVUS;lilmidge18;Naime CAVUŞ;N_CAVUS@sqlegitimbtk.com;K;31.03.1984;17.08.2017 01:49;(535)4217653;41
5092;E_ADA;charlesluiciano;Elif ada ŞEVİKER;E_ADA@sqlegitimbtk.com;K;26.04.1992;18.08.2017 01:49;(535)1622947;33
5093;F_PAKER;getadicted79;Feride PAKER;F_PAKER@sqlegitimbtk.com;K;28.04.1981;19.08.2017 01:49;(542)7584663;44
5094;E_PAYAZ;meriusass1;Ela PAYAZ;E_PAYAZ@sqlegitimbtk.com;K;17.07.1959;20.08.2017 01:49;(535)6463914;66
5095;G_CUHADAR;21march1078;Gülten ÇUHADAR;G_CUHADAR@sqlegitimbtk.com;K;17.03.1992;21.08.2017 01:49;(505)8449319;33
5096;N_KIRAC;rocknroll_xxx;Nurcan KIRAÇ;N_KIRAC@sqlegitimbtk.com;K;6.03.1997;22.08.2017 01:49;(537)5641997;28
5097;P_SOYALP;fb4d60;Polat SOYALP;P_SOYALP@sqlegitimbtk.com;E;5.08.1998;23.08.2017 01:49;(555)5259182;27
5098;S_KANKAYA;tupper1$h;Şükrü KANKAYA;S_KANKAYA@sqlegitimbtk.com;E;21.07.1995;24.08.2017 01:49;(533)1678847;30
5099;E_OZAYTVRK;zet4mor4;Emine ÖZAYTÜRK;E_OZAYTVRK@sqlegitimbtk.com;K;30.11.1996;25.08.2017 01:49;(536)6113948;29
5100;T_AYAKKABICILIK;selniaaina;Tuana AYAKKABICILIK;T_AYAKKABICILIK@sqlegitimbtk.com;K;4.12.1993;26.08.2017 01:49;(505)5502465;32
5101;Z_ONAC;nsnlmtgl;Zübeyde ONAÇ;Z_ONAC@sqlegitimbtk.com;K;27.06.1956;27.08.2017 01:49;(505)7058859;69
5102;E_BASER;wegschert;Engin BASER;E_BASER@sqlegitimbtk.com;E;21.03.1957;28.08.2017 01:49;(544)9806344;68
5103;N_KOTVLEK;grammatopoulos;Nihal KÖTÜLEK;N_KOTVLEK@sqlegitimbtk.com;K;10.04.1998;29.08.2017 01:49;(544)6306191;27
5104;I_DILBER;5c65ce;İsmet DİLBER;I_DILBER@sqlegitimbtk.com;E;15.04.1954;30.08.2017 01:49;(533)2084370;71
5105;M_AYKVN;completlydifferent;Makbule AYKÜN;M_AYKVN@sqlegitimbtk.com;K;15.04.1970;31.08.2017 01:49;(536)2932445;55
5106;S_BAHTIYAR;149andin;Saadet BAHTİYAR;S_BAHTIYAR@sqlegitimbtk.com;K;11.03.1947;1.09.2017 01:49;(554)1605672;78
5107;H_IBRAHIM;c3d9c4;Halil İbrahim INCEER;H_IBRAHIM@sqlegitimbtk.com;E;5.11.1994;2.09.2017 01:49;(505)2033991;31
5108;F_DASKIN;irendexian;Fahri DAŞKIN;F_DASKIN@sqlegitimbtk.com;E;7.08.1982;3.09.2017 01:49;(505)8742825;43
5109;D_CEZIK;alifewith5;Demet ÇEZİK;D_CEZIK@sqlegitimbtk.com;K;9.02.1975;4.09.2017 01:49;(505)6065636;50
5110;E_OZTVRKOGLU;denise214365;Enver ÖZTÜRKOĞLU;E_OZTVRKOGLU@sqlegitimbtk.com;E;3.03.1978;6.09.2017 01:49;(538)2179690;47
5111;H_GONEN;rameshdhingra;Hümeyra GÖNEN;H_GONEN@sqlegitimbtk.com;K;29.04.1955;7.09.2017 01:49;(543)5019284;70
5112;V_IYISON;solki03nsc;Vedat İYİSON;V_IYISON@sqlegitimbtk.com;E;14.11.1982;8.09.2017 01:49;(532)9958895;43
5113;E_TUFANLI;zuidflank4;Erdoğan TUFANLI;E_TUFANLI@sqlegitimbtk.com;E;14.06.1991;9.09.2017 01:49;(543)7132752;34
5114;S_TIFTIKCI;barrazzajp17;Şenol TİFTİKÇİ;S_TIFTIKCI@sqlegitimbtk.com;E;5.03.1948;10.09.2017 01:49;(544)3169783;77
5115;Y_OLCAROGLU;goaalltheway;Yeşim OLÇAROĞLU;Y_OLCAROGLU@sqlegitimbtk.com;K;21.07.1953;11.09.2017 01:49;(541)9685064;72
5116;S_COMERT;barosara;Şaziye CÖMERT;S_COMERT@sqlegitimbtk.com;K;7.12.1940;12.09.2017 01:49;(532)4768947;85
5117;O_HALIS;apolo2610;Ömer Halis TANTA;O_HALIS@sqlegitimbtk.com;E;29.06.1993;13.09.2017 01:49;(538)2936481;32
5118;A_OZYOL;flapkan1;Abdurrahman ÖZYOL;A_OZYOL@sqlegitimbtk.com;E;30.09.1997;14.09.2017 01:49;(536)7498288;28
5119;Y_EYMEN;wiskia;Yusuf Eymen YUNUSSSAVAŞIR;Y_EYMEN@sqlegitimbtk.com;E;6.08.1973;14.09.2017 01:49;(533)9005583;52
5120;E_DEMIROL;crtbtty31;Emre DEMİROL;E_DEMIROL@sqlegitimbtk.com;E;14.05.1940;15.09.2017 01:49;(555)7524076;85
5121;G_PACAL;1277987844;Güler PAÇAL;G_PACAL@sqlegitimbtk.com;K;15.05.1994;16.09.2017 01:49;(536)5642230;31
5122;S_DELIAHMET;halin123;Sıraç DELİAHMET;S_DELIAHMET@sqlegitimbtk.com;E;12.02.1981;17.09.2017 01:49;(541)9382265;44
5123;B_BVYVKSOY;terragong;Burak BÜYÜKSOY;B_BVYVKSOY@sqlegitimbtk.com;E;13.02.1941;18.09.2017 01:49;(537)3599092;84
5124;S_TEZGIDER;conisland;Şevval TEZGİDER;S_TEZGIDER@sqlegitimbtk.com;K;29.01.1980;19.09.2017 01:49;(537)9568342;45
5125;A_KIRLI;sampyles;Alper KIRLI;A_KIRLI@sqlegitimbtk.com;E;30.01.1953;20.09.2017 01:49;(536)4153681;72
5126;Y_ABBAS;sandugan;Yeter ABBAS;Y_ABBAS@sqlegitimbtk.com;K;12.07.1998;21.09.2017 01:49;(537)5691146;27
5127;T_KARABORK;luveena95;Tugay KARABÖRK;T_KARABORK@sqlegitimbtk.com;E;3.10.1940;22.09.2017 01:49;(542)9336416;85
5128;C_BOREK;gregwallaceproject;Canan BÖREK;C_BOREK@sqlegitimbtk.com;K;15.06.1954;23.09.2017 01:49;(535)3817868;71
5129;H_DOGANGONVL;philburgan;Hilal DOĞANGÖNÜL;H_DOGANGONVL@sqlegitimbtk.com;K;10.11.1971;24.09.2017 01:49;(543)7388668;54
5130;I_HALAT;zeitvertreibband;İlyas HALAT;I_HALAT@sqlegitimbtk.com;E;29.03.1980;25.09.2017 01:49;(554)1465858;45
5131;H_MERZIFONLU;lyxixeg722;Hanife MERZİFONLU;H_MERZIFONLU@sqlegitimbtk.com;K;26.12.1988;26.09.2017 01:49;(544)1897829;37
5132;M_AKKAAYA;josh_cook79;Memet AKKAAYA;M_AKKAAYA@sqlegitimbtk.com;E;30.10.1958;27.09.2017 01:49;(533)3894795;67
5133;M_CARGALLI;avalonsmagickgarden;Memet ÇARGALLI;M_CARGALLI@sqlegitimbtk.com;E;24.01.1944;28.09.2017 01:49;(532)6034867;81
5134;G_KARTALKAYA;paradox972;Gamze KARTALKAYA;G_KARTALKAYA@sqlegitimbtk.com;K;11.06.1973;29.09.2017 01:49;(542)9577078;52
5135;A_SEREMET;8827millicallie;Aylin ŞEREMET;A_SEREMET@sqlegitimbtk.com;K;1.12.1970;30.09.2017 01:49;(533)4679657;55
5136;M_TEMURTAS;leopoldleboursier;Melisa TEMURTAŞ;M_TEMURTAS@sqlegitimbtk.com;K;6.02.1962;1.10.2017 01:49;(544)5979329;63
5137;D_TOSUNBAYRAK;comunalied;Didem TOSUNBAYRAK;D_TOSUNBAYRAK@sqlegitimbtk.com;K;24.04.1967;2.10.2017 01:49;(532)9027697;58
5138;N_USLULAR;0thelooking1;Narin USLULAR;N_USLULAR@sqlegitimbtk.com;K;31.03.1998;3.10.2017 01:49;(555)3159049;27
5139;E_BOZTUNC;261202520;Emircan BOZTUNÇ;E_BOZTUNC@sqlegitimbtk.com;E;30.11.1946;4.10.2017 01:49;(543)9226851;79
5140;B_BIYIKLI;niewytknieszpalcem;Bilal BIYIKLI;B_BIYIKLI@sqlegitimbtk.com;E;19.02.1974;5.10.2017 01:49;(554)6846436;51
5141;M_BEZCI;vanessa hutchins;Mihriban BEZCİ;M_BEZCI@sqlegitimbtk.com;K;27.12.1940;6.10.2017 01:49;(555)1248037;85
5142;A_ORKUNOGLU;isabe1144;Azra ORKUNOĞLU;A_ORKUNOGLU@sqlegitimbtk.com;K;21.02.1975;7.10.2017 01:49;(534)7409583;50
5143;I_GENC;gesannnte;Irmak GENC;I_GENC@sqlegitimbtk.com;K;26.04.1940;8.10.2017 01:49;(532)1156055;85
5144;M_DOLANBAY;mason501;Miraç DOLANBAY;M_DOLANBAY@sqlegitimbtk.com;E;25.07.1997;9.10.2017 01:49;(542)7325064;28
5145;M_DOYLE;szymkovitz;Mine DOYLE;M_DOYLE@sqlegitimbtk.com;K;26.09.1959;10.10.2017 01:49;(544)9578767;66
5146;R_BIRVAR;wyatt736;Ravza BİRVAR;R_BIRVAR@sqlegitimbtk.com;K;10.05.1955;11.10.2017 01:49;(537)7724676;70
5147;O_KARATEKE;mu+u@11+1e5;Onur KARATEKE;O_KARATEKE@sqlegitimbtk.com;E;16.07.1968;12.10.2017 01:49;(544)3981160;57
