ID;USERID;ADDRESSTEXT;COUNTRY;CITY;TOWN
2469;1028;ALİFUATPAŞA-EPÇELER MAH.274. SOKAK NO:463 107833 GEYVE/SAKARYA;TÜRKİYE;SAKARYA;GEYVE
2470;1028;SOĞANLI MAH.GÜLER SOKAK NO:248 95669 BAHÇELİEVLER/İSTANBUL;TÜRKİYE;İSTANBUL;BAHÇELİEVLER
2471;1028;BOZOBASI KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:177 92498 ŞEHİTKAMİL/GAZİANTEP;TÜRKİYE;GAZİANTEP;ŞEHİTKAMİL
2472;1029;YEŞİLYURT MAH.4343. SOKAK NO:148 118764 KEPEZ/ANTALYA;TÜRKİYE;ANTALYA;KEPEZ
2473;1029;KAZIM KARABEKİR MAH.GÖKKUŞAĞI SOKAK NO:579 119823 İLKADIM/SAMSUN;TÜRKİYE;SAMSUN;İLKADIM
2474;1029;SAVAT MAH.ALOĞLU KÜME EVLERİ SOKAK NO:775 105940 HACIBEKTAŞ/NEVŞEHİR;TÜRKİYE;NEVŞEHİR;HACIBEKTAŞ
2475;1030;AYDOĞMUŞ-CAMİİ KEBİR MAH.ATATÜRK CADDESİ SOKAK NO:402 94786 KEÇİBORLU/ISPARTA;TÜRKİYE;ISPARTA;KEÇİBORLU
2476;1031;TOZKÖY MAH.HIÇA MEVKİ SOKAK NO:754 107540 İKİZDERE/RİZE;TÜRKİYE;RİZE;İKİZDERE
2477;1031;DEMİRKAPI MAH.AKYILDIZ SOKAK NO:682 95645 BAĞCILAR/İSTANBUL;TÜRKİYE;İSTANBUL;BAĞCILAR
2478;1031;OSMANCIK-ZAFER MAH.NERGİS SOKAK NO:842 101348 KADINHANI/KONYA;TÜRKİYE;KONYA;KADINHANI
2479;1031;ÇANAKLI MAH.ÇANAKLI 84 SOKAK NO:494 78560 KOZAN/ADANA;TÜRKİYE;ADANA;KOZAN
2480;1032;İHSAN ALYANAK MAH.4958. SOKAK NO:886 119446 KARABAĞLAR/İZMİR;TÜRKİYE;İZMİR;KARABAĞLAR
2481;1032;İNÖNÜ MAH.ÇAMLIK SOKAK NO:843 96078 KÜÇÜKÇEKMECE/İSTANBUL;TÜRKİYE;İSTANBUL;KÜÇÜKÇEKMECE
2482;1032;ESKİPAZAR MAH.1. TAHTA CAMİİ SOKAK NO:673 114296 YOZGAT MERKEZ/YOZGAT;TÜRKİYE;YOZGAT;YOZGAT MERKEZ
2483;1032;DERE MAH.YAVUZ CADDESİ SOKAK NO:457 85591 BURDUR MERKEZ/BURDUR;TÜRKİYE;BURDUR;BURDUR MERKEZ
2484;1033;ORHANGAZİ MAH.YILDIRIMLI SOKAK NO:628 104316 ELBİSTAN/KAHRAMANMARAŞ;TÜRKİYE;KAHRAMANMARAŞ;ELBİSTAN
2485;1033;AYDINLIKEVLER MAH.6290. SOKAK NO:108 114757 SORGUN/YOZGAT;TÜRKİYE;YOZGAT;SORGUN
2486;1033;ALİBEY MAH.ALTIN SOKAK NO:682 96390 SİLİVRİ/İSTANBUL;TÜRKİYE;İSTANBUL;SİLİVRİ
2487;1034;ÇARŞI MAH.SARAÇ SOKAK NO:562 115317 GÖKÇEBEY/ZONGULDAK;TÜRKİYE;ZONGULDAK;GÖKÇEBEY
2488;1035;CEYHAN MAH.MOHAÇ CADDESİ SOKAK NO:790 104309 ELBİSTAN/KAHRAMANMARAŞ;TÜRKİYE;KAHRAMANMARAŞ;ELBİSTAN
2489;1035;GÜZELYALI BURGAZ MAH.BABANOĞLU SOKAK NO:9 86620 MUDANYA/BURSA;TÜRKİYE;BURSA;MUDANYA
2490;1035;MURATBEY MAH.3509. SOKAK NO:601 97418 TORBALI/İZMİR;TÜRKİYE;İZMİR;TORBALI
2491;1036;YENİ MAH.YENİ SOKAK NO:681 110282 GÜRÜN/SİVAS;TÜRKİYE;SİVAS;GÜRÜN
2492;1037;ŞİRİNTEPE MAH.ÇOBANOĞLU SOKAK NO:698 119234 TEPEBAŞI/ESKİŞEHİR;TÜRKİYE;ESKİŞEHİR;TEPEBAŞI
2493;1037;ALTINOVA MAH.AVŞAR SOKAK NO:168 110867 TEKİRDAĞ MERKEZ/TEKİRDAĞ;TÜRKİYE;TEKİRDAĞ;TEKİRDAĞ MERKEZ
2494;1037;ORMANTEPE KÖYÜ MAH.MUSAOĞLU MEVKİ SOKAK NO:236 109757 ERFELEK/SİNOP;TÜRKİYE;SİNOP;ERFELEK
2495;1038;KARAASLANÜZÜMCÜ MAH.SERİYE SOKAK NO:171 100436 KARATAY/KONYA;TÜRKİYE;KONYA;KARATAY
2496;1038;DALAMA-BAYRAMYERİ MAH.229. SOKAK NO:29 73314 AYDIN MERKEZ/AYDIN;TÜRKİYE;AYDIN;AYDIN MERKEZ
2497;1038;CUMHURIYET MAH.75.SOKAK SOKAK NO:539 119763 ATAKUM/SAMSUN;TÜRKİYE;SAMSUN;ATAKUM
2498;1038;SİTELER MAH.482. SOKAK NO:793 96769 ALİAĞA/İZMİR;TÜRKİYE;İZMİR;ALİAĞA
2499;1039;ŞEKER MAH.1441. SOKAK NO:792 81018 ETİMESGUT/ANKARA;TÜRKİYE;ANKARA;ETİMESGUT
2500;1039;FENERBAHÇE MAH.OPERATÖR CEMİLTOPUZLU CADDESİ SOKAK NO:409 96006 KADIKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;KADIKÖY
2501;1040;ÇANDARLI-MERKEZ MAH.DALYAN 2 KÜME EVLERİ SOKAK NO:381 123643 DİKİLİ/İZMİR;TÜRKİYE;İZMİR;DİKİLİ
2502;1040;BARIŞ MAH.50195. SOKAK NO:155 78042 SEYHAN/ADANA;TÜRKİYE;ADANA;SEYHAN
2503;1040;TAHTAKALE MAH.10.ÇAKIR SOKAK NO:11 86058 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
2504;1040;ŞEHİT ORHAN GÖK MAH.892. SOKAK NO:276 118137 KADİRLİ/OSMANİYE;TÜRKİYE;OSMANİYE;KADİRLİ
2505;1041;MECİDİYE MAH.BANDIRMA KARAYOLU CADDESİ SOKAK NO:418 86466 KARACABEY/BURSA;TÜRKİYE;BURSA;KARACABEY
2506;1041;KOCAKAĞAN KÖYÜ MAH.YELLİCE MEVKİ SOKAK NO:680 103172 AKHİSAR/MANİSA;TÜRKİYE;MANİSA;AKHİSAR
2507;1041;KİLLİK-ZAFER MAH.LALE SOKAK NO:739 103273 ALAŞEHİR/MANİSA;TÜRKİYE;MANİSA;ALAŞEHİR
2508;1042;VİLLAKENT MAH.5148. SOKAK NO:25 97224 MENEMEN/İZMİR;TÜRKİYE;İZMİR;MENEMEN
2509;1043;TURGUTALP-FATİH MAH.HİLAL SOKAK NO:495 103867 SOMA/MANİSA;TÜRKİYE;MANİSA;SOMA
2510;1043;MİMAR SİNAN MAH.BOZKURT CADDESİ SOKAK NO:873 96704 KONAK/İZMİR;TÜRKİYE;İZMİR;KONAK
2511;1043;DİLAVERBEY MAH.MUSTAFA EFENDİ SOKAK NO:697 89886 EDİRNE MERKEZ/EDİRNE;TÜRKİYE;EDİRNE;EDİRNE MERKEZ
2512;1043;UYANIŞ MAH.1114. SOKAK NO:441 81109 KEÇİÖREN/ANKARA;TÜRKİYE;ANKARA;KEÇİÖREN
2513;1044;İSHAKLI MAH.TOKTAMIŞ SOKAK NO:312 108423 BAFRA/SAMSUN;TÜRKİYE;SAMSUN;BAFRA
2514;1044;ÜÇ EYLÜL MAH.MEZBAHA SOKAK NO:259 97256 ÖDEMİŞ/İZMİR;TÜRKİYE;İZMİR;ÖDEMİŞ
2515;1045;ERENKÖY-MERKEZ MAH.ÇİĞDEM SOKAK NO:145 124441 ÇANAKKALE MERKEZ/ÇANAKKALE;TÜRKİYE;ÇANAKKALE;ÇANAKKALE MERKEZ
2516;1045;ESERTEPE MAH.282. SOKAK NO:549 81084 KEÇİÖREN/ANKARA;TÜRKİYE;ANKARA;KEÇİÖREN
2517;1045;HİCRET MAH.AYLA SOKAK NO:212 119248 ARNAVUTKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;ARNAVUTKÖY
2518;1046;CEBRAİL-YUKARISUSUZ MAH.27. SOKAK NO:385 101974 GEDİZ/KÜTAHYA;TÜRKİYE;KÜTAHYA;GEDİZ
2519;1046;CIHANGIR MAH.KONUK SOKAK NO:141 95633 AVCILAR/İSTANBUL;TÜRKİYE;İSTANBUL;AVCILAR
2520;1046;ÖREN-YALI MAH.50 NOLU SOKAK NO:94 124174 MİLAS/MUĞLA;TÜRKİYE;MUĞLA;MİLAS
2521;1047;ÇİFTLİK MAH.6400. SOKAK NO:300 115387 AKSARAY MERKEZ/AKSARAY;TÜRKİYE;AKSARAY;AKSARAY MERKEZ
2522;1047;ÇAY MAH.2120/1 SOKAK NO:694 119391 BAYRAKLI/İZMİR;TÜRKİYE;İZMİR;BAYRAKLI
2523;1047;FATİH MAH.36. SOKAK NO:819 116118 ÇELEBİ/KIRIKKALE;TÜRKİYE;KIRIKKALE;ÇELEBİ
2524;1048;OSMANGAZİ MAH.2029. SOKAK NO:140 126474 SARIÇAM/ADANA;TÜRKİYE;ADANA;SARIÇAM
2525;1049;TARABYA MAH.NURİPAŞA CADDESİ SOKAK NO:670 96157 SARIYER/İSTANBUL;TÜRKİYE;İSTANBUL;SARIYER
2526;1049;UFUK MAH.2763. SOKAK NO:145 96533 BUCA/İZMİR;TÜRKİYE;İZMİR;BUCA
2527;1050;KADIKÖY-EROĞLAN MAH.264. SOKAK NO:417 83919 EDREMİT/BALIKESİR/BALIKESİR;TÜRKİYE;BALIKESİR;EDREMİT/BALIKESİR
2528;1050;ATAYURT-OLUKBAŞI MAH.204. SOKAK NO:267 95443 SİLİFKE/MERSİN;TÜRKİYE;MERSİN;SİLİFKE
2529;1050;MUSTAFA KEMAL PAŞA MAH.2115. SOKAK NO:197 96606 GÜZELBAHÇE/İZMİR;TÜRKİYE;İZMİR;GÜZELBAHÇE
2530;1051;ŞENBÜK MAH.FATİH CADDESİ SOKAK NO:236 94218 BELEN/HATAY;TÜRKİYE;HATAY;BELEN
2531;1051;ILICA MAH.ZÜMRÜT SOKAK NO:521 96755 NARLIDERE/İZMİR;TÜRKİYE;İZMİR;NARLIDERE
2532;1052;AKDİK KÖYÜ MAH.KÖYİÇİ SOKAK NO:120 71710 HİZAN/BİTLİS;TÜRKİYE;BİTLİS;HİZAN
2533;1052;ŞİRİNEVLER MAH.İSMET PAŞA CADDESİ SOKAK NO:161 106349 ORDU MERKEZ/ORDU;TÜRKİYE;ORDU;ORDU MERKEZ
2534;1052;OSMANGAZİ MAH.ULUCAN CADDESİ SOKAK NO:332 119349 SANCAKTEPE/İSTANBUL;TÜRKİYE;İSTANBUL;SANCAKTEPE
2535;1052;VANYOLU MAH.216. ALKOÇLAR ÇIKMAZ SOKAK NO:764 114085 ERCİŞ/VAN;TÜRKİYE;VAN;ERCİŞ
2536;1053;ARMAĞAN İLCİ MAH.DEMİRTAŞ SOKAK NO:591 85583 BURDUR MERKEZ/BURDUR;TÜRKİYE;BURDUR;BURDUR MERKEZ
2537;1054;KAZIM KARABEKİR MAH.849/1 SOKAK NO:340 95973 GAZİOSMANPAŞA/İSTANBUL;TÜRKİYE;İSTANBUL;GAZİOSMANPAŞA
2538;1055;ŞEKERHANE MAH.ALAADDİN GAYBİ SOKAK NO:369 82158 ALANYA/ANTALYA;TÜRKİYE;ANTALYA;ALANYA
2539;1055;KOSOVA MAH.1005. SOKAK NO:26 96689 KONAK/İZMİR;TÜRKİYE;İZMİR;KONAK
2540;1056;ILICA-MERKEZ MAH.89. SOKAK NO:453 82618 MANAVGAT/ANTALYA;TÜRKİYE;ANTALYA;MANAVGAT
2541;1056;YENİDOĞAN MAH.KARTOPU SOKAK NO:236 114494 BOĞAZLIYAN/YOZGAT;TÜRKİYE;YOZGAT;BOĞAZLIYAN
2542;1057;YENİDOĞAN MAH.40-37 SOKAK NO:418 109932 SİVAS MERKEZ/SİVAS;TÜRKİYE;SİVAS;SİVAS MERKEZ
2543;1057;ORTAKARAÖREN-KÖYİÇİ MAH.MEVLANA CADDESİ SOKAK NO:46 101540 SEYDİŞEHİR/KONYA;TÜRKİYE;KONYA;SEYDİŞEHİR
2544;1058;ÇENGELDERE MAH.TUNALI CADDESİ SOKAK NO:801 95744 BEYKOZ/İSTANBUL;TÜRKİYE;İSTANBUL;BEYKOZ
2545;1060;5 NİSAN MAH.900. SOKAK NO:258 118681 BAĞLAR/DİYARBAKIR;TÜRKİYE;DİYARBAKIR;BAĞLAR
2546;1061;YAHMA KÖYÜ MAH.ÇAYIR SOKAK NO:711 77382 ZONGULDAK MERKEZ/ZONGULDAK;TÜRKİYE;ZONGULDAK;ZONGULDAK MERKEZ
2547;1061;KURTULUŞ MAH.DR.AHMET ÖZCAN CADDESİ SOKAK NO:534 100560 MERAM/KONYA;TÜRKİYE;KONYA;MERAM
2548;1061;MESCİT MAH.4 NOLU KILIÇLI ÇIKMAZI SOKAK NO:12 90123 UZUNKÖPRÜ/EDİRNE;TÜRKİYE;EDİRNE;UZUNKÖPRÜ
2549;1061;TATBURCU KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:470 120700 ŞANLIURFA MERKEZ/ŞANLIURFA;TÜRKİYE;ŞANLIURFA;ŞANLIURFA MERKEZ
2550;1062;MİMAR SİNAN MAH.555/1. SOKAK NO:897 119507 DİLOVASI/KOCAELİ;TÜRKİYE;KOCAELİ;DİLOVASI
2551;1062;YÜCE KÖYÜ MAH.SARAYCIK MEVKİ SOKAK NO:389 93209 DERELİ/GİRESUN;TÜRKİYE;GİRESUN;DERELİ
2552;1062;İSTASYON MAH.ÇAĞLA SOKAK NO:134 103816 SOMA/MANİSA;TÜRKİYE;MANİSA;SOMA
2553;1063;ZİNCİRLİKUYU MAH.8060. SOKAK NO:463 119227 TEPEBAŞI/ESKİŞEHİR;TÜRKİYE;ESKİŞEHİR;TEPEBAŞI
2554;1063;MİTHATPAŞA MAH.KARTAL SOKAK NO:208 95833 EYÜP/İSTANBUL;TÜRKİYE;İSTANBUL;EYÜP
2555;1063;YESİLDERE MAH.BÜNYAN CADDESİ SOKAK NO:897 119775 ATAKUM/SAMSUN;TÜRKİYE;SAMSUN;ATAKUM
2556;1064;AZİZİYE MAH.CEBEL CUDİ SOKAK NO:102 100401 KARATAY/KONYA;TÜRKİYE;KONYA;KARATAY
2557;1064;EMİNPAŞA MAH.151.1 GÜLEÇ SOKAK NO:435 113854 VAN MERKEZ/VAN;TÜRKİYE;VAN;VAN MERKEZ
2558;1064;ALTINKAYA MAH.BAHADIR SOKAK NO:721 109669 DURAĞAN/SİNOP;TÜRKİYE;SİNOP;DURAĞAN
2559;1064;100.YIL MAH.1082. SOKAK NO:570 117407 KARABÜK MERKEZ/KARABÜK;TÜRKİYE;KARABÜK;KARABÜK MERKEZ
2560;1065;KARAPINAR-BAHÇELİ EVLER MAH.FATİH CADDESİ SOKAK NO:779 105863 ACIGÖL/NEVŞEHİR;TÜRKİYE;NEVŞEHİR;ACIGÖL
2561;1066;ŞEREFİYE MAH.1655 NACİBEY SOKAK NO:720 113873 VAN MERKEZ/VAN;TÜRKİYE;VAN;VAN MERKEZ
2562;1067;ELMASIRTI KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:409 122863 SOLHAN/BİNGÖL;TÜRKİYE;BİNGÖL;SOLHAN
11717;2648;KILIÇKAYA-MERKEZ MAH.KIŞLA SOKAK NO:849 76822 YUSUFELİ/ARTVİN;TÜRKİYE;ARTVİN;YUSUFELİ
11718;2648;ŞEKEROBA-NUMUNEEVLER MAH.ŞEN SOKAK NO:872 104583 TÜRKOĞLU/KAHRAMANMARAŞ;TÜRKİYE;KAHRAMANMARAŞ;TÜRKOĞLU
11719;2649;YİĞİTLER MAH.23-4. SOKAK NO:185 109937 SİVAS MERKEZ/SİVAS;TÜRKİYE;SİVAS;SİVAS MERKEZ
11720;2649;KARŞIYAKA MAH.735. SOKAK NO:720 114762 SORGUN/YOZGAT;TÜRKİYE;YOZGAT;SORGUN
11721;2650;YEŞİLYURT-YENİÇEŞME MAH.SARIOSMAN SOKAK NO:684 123188 MUĞLA MERKEZ/MUĞLA;TÜRKİYE;MUĞLA;MUĞLA MERKEZ
11722;2650;AYDINLIKEVLER MAH.525. SOKAK NO:673 117413 KARABÜK MERKEZ/KARABÜK;TÜRKİYE;KARABÜK;KARABÜK MERKEZ
11723;2650;ELMALI KÖYÜ MAH.OYRAK MEVKİ SOKAK NO:291 77277 BULANCAK/GİRESUN;TÜRKİYE;GİRESUN;BULANCAK
11724;2651;ŞEKER MAH.346. SOKAK NO:577 106214 BOR/NİĞDE;TÜRKİYE;NİĞDE;BOR
11725;2651;AHMET YESEVİ MAH.DOLU SOKAK NO:605 96418 SULTANBEYLİ/İSTANBUL;TÜRKİYE;İSTANBUL;SULTANBEYLİ
11726;2651;AKÖREN KÖYÜ MAH.GÜNEY SOKAK NO:418 96412 SİLİVRİ/İSTANBUL;TÜRKİYE;İSTANBUL;SİLİVRİ
11727;2652;KILILI-FATİH MAH.OĞUZ SOKAK NO:133 104568 TÜRKOĞLU/KAHRAMANMARAŞ;TÜRKİYE;KAHRAMANMARAŞ;TÜRKOĞLU
11728;2652;EMRE MAH.3862. SOKAK NO:798 94568 ISPARTA MERKEZ/ISPARTA;TÜRKİYE;ISPARTA;ISPARTA MERKEZ
11729;2653;YENİCEOBA-ESKİ MAH.GÜR SOKAK NO:526 122929 CİHANBEYLİ/KONYA;TÜRKİYE;KONYA;CİHANBEYLİ
11730;2653;AYDINLI MAH.KARANFİL SOKAK NO:625 96200 TUZLA/İSTANBUL;TÜRKİYE;İSTANBUL;TUZLA
11731;2654;IRGILLI-FATİH MAH.KAYMAKAM MUSTAFA KILIÇ CADDESİ SOKAK NO:209 88990 ÇİVRİL/DENİZLİ;TÜRKİYE;DENİZLİ;ÇİVRİL
11732;2654;BEĞENDİK MAH.KİRAZLI SOKAK NO:63 99229 HACILAR/KAYSERİ;TÜRKİYE;KAYSERİ;HACILAR
11733;2655;SUCUZADE MAH.30041. SOKAK NO:510 78111 SEYHAN/ADANA;TÜRKİYE;ADANA;SEYHAN
11734;2656;BURGAZ MAH.MEHMET ÇAVUŞ CADDESİ SOKAK NO:577 105371 MİLAS/MUĞLA;TÜRKİYE;MUĞLA;MİLAS
11735;2657;DAĞGÖL MAH.323. SOKAK NO:262 93972 HAKKARİ MERKEZ/HAKKARİ;TÜRKİYE;HAKKARİ;HAKKARİ MERKEZ
11736;2657;KARPUZLU KÖYÜ MAH.ORTA MEVKİ SOKAK NO:803 108470 BAFRA/SAMSUN;TÜRKİYE;SAMSUN;BAFRA
11737;2657;BAŞARAN MAH.2.BURAK SOKAK NO:14 85995 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
11738;2657;BAHÇELİEVLER MAH.AYANOĞLU SOKAK NO:526 98049 AZDAVAY/KASTAMONU;TÜRKİYE;KASTAMONU;AZDAVAY
11739;2658;CUMHURİYET MAH.TEKİN KİPÖZ CADDESİ SOKAK NO:837 96983 FOÇA/İZMİR;TÜRKİYE;İZMİR;FOÇA
11740;2658;CUMHURİYET MAH.302. SOKAK NO:352 96957 DİKİLİ/İZMİR;TÜRKİYE;İZMİR;DİKİLİ
11741;2659;YILDIRIM MAH.ÇİFTÇİ SOKAK NO:281 100738 AKŞEHİR/KONYA;TÜRKİYE;KONYA;AKŞEHİR
11742;2660;VELİBEYLER KÖYÜ MAH.İBRAHİMÇAVUŞLAR MEVKİ SOKAK NO:820 115190 DEVREK/ZONGULDAK;TÜRKİYE;ZONGULDAK;DEVREK
11743;2660;ULUS MAH.3.ALBAY SOKAK NO:529 86152 YILDIRIM/BURSA;TÜRKİYE;BURSA;YILDIRIM
11744;2660;PINARLAR-ATALAR MAH.ORTA SOKAK NO:265 89204 TAVAS/DENİZLİ;TÜRKİYE;DENİZLİ;TAVAS
11745;2661;KAŞIKÇILAR KÖYÜ MAH.ARAS MEZRASI SOKAK NO:537 113910 BAHÇESARAY/VAN;TÜRKİYE;VAN;BAHÇESARAY
11746;2661;HÜRRİYET MAH.KAYIN SOKAK NO:722 84327 BİLECİK MERKEZ/BİLECİK;TÜRKİYE;BİLECİK;BİLECİK MERKEZ
11747;2662;AKÇAOVA KÖYÜ MAH.VATAN SOKAK NO:249 105167 MUĞLA MERKEZ/MUĞLA;TÜRKİYE;MUĞLA;MUĞLA MERKEZ
11748;2662;CUMHURİYET MAH.9618. SOKAK NO:109 96560 ÇİĞLİ/İZMİR;TÜRKİYE;İZMİR;ÇİĞLİ
11749;2662;PINARTEPE MAH.YAZICI SOKAK NO:606 96349 BÜYÜKÇEKMECE/İSTANBUL;TÜRKİYE;İSTANBUL;BÜYÜKÇEKMECE
11750;2662;KÜÇÜKBEY BAĞI MAH.AKDEĞİRMEN 6 SOKAK NO:22 111112 TOKAT MERKEZ/TOKAT;TÜRKİYE;TOKAT;TOKAT MERKEZ
11751;2663;HÜDAVENDİGAR MAH.6.ÖZEN SOKAK NO:892 86020 OSMANGAZİ/BURSA;TÜRKİYE;BURSA;OSMANGAZİ
11752;2663;MUSTAFA KEMAL ATATÜRK MAH.AYIŞIĞI SOKAK NO:721 96992 FOÇA/İZMİR;TÜRKİYE;İZMİR;FOÇA
11753;2663;KUYULUK MAH.36132. SOKAK NO:764 119690 MEZİTLİ/MERSİN;TÜRKİYE;MERSİN;MEZİTLİ
11754;2664;YEŞİLBAYIR MAH.EVLİYAHANI CADDESİ SOKAK NO:414 118978 DÖŞEMEALTI/ANTALYA;TÜRKİYE;ANTALYA;DÖŞEMEALTI
11755;2665;İSTASYON MAH.EMRİ SARP CADDESİ SOKAK NO:357 113688 EŞME/UŞAK;TÜRKİYE;UŞAK;EŞME
11756;2665;KÜÇÜK SÖĞÜTLÜ MAH.IŞIK SOKAK NO:89 107739 SÖĞÜTLÜ/SAKARYA;TÜRKİYE;SAKARYA;SÖĞÜTLÜ
11757;2665;ARMAĞAN KÖYÜ MAH.KÖYÜN KENDİSİ SOKAK NO:570 110462 KANGAL/SİVAS;TÜRKİYE;SİVAS;KANGAL
11758;2666;ATATÜRK MAH.DAVET SOKAK NO:390 81520 ÇUBUK/ANKARA;TÜRKİYE;ANKARA;ÇUBUK
11759;2666;SAĞLIK MAH.AŞÇILAR SOKAK NO:113 85069 BOLU MERKEZ/BOLU;TÜRKİYE;BOLU;BOLU MERKEZ
11760;2667;BAZLAMAÇ-MERKEZ MAH.ŞEHİT POLİS SEVKAN YAVUZ CADDESİ SOKAK NO:361 109029 TERME/SAMSUN;TÜRKİYE;SAMSUN;TERME
11761;2667;SUVARLI-HÜRRİYET MAH.100.YIL CADDESİ SOKAK NO:195 121447 BESNİ/ADIYAMAN;TÜRKİYE;ADIYAMAN;BESNİ
11762;2668;FATİH MAH.AYDIN ADLİN SOKAK NO:395 117270 KARAKOYUNLU/IĞDIR;TÜRKİYE;IĞDIR;KARAKOYUNLU
11763;2669;GAZİOSMANPAŞA MAH.13_311. SOKAK NO:753 83568 BALIKESİR MERKEZ/BALIKESİR;TÜRKİYE;BALIKESİR;BALIKESİR MERKEZ
11764;2669;PAŞAKÖY MAH.KANAL BOYU SOKAK NO:530 85066 BOLU MERKEZ/BOLU;TÜRKİYE;BOLU;BOLU MERKEZ
11765;2669;ALTINŞEHİR MAH.30106. SOKAK NO:130 78760 ADIYAMAN MERKEZ/ADIYAMAN;TÜRKİYE;ADIYAMAN;ADIYAMAN MERKEZ
11766;2670;ELMALI MAH.12. SOKAK NO:8 118636 MURATPAŞA/ANTALYA;TÜRKİYE;ANTALYA;MURATPAŞA
11767;2670;CIHANGIR MAH.DİCLE SOKAK NO:131 95633 AVCILAR/İSTANBUL;TÜRKİYE;İSTANBUL;AVCILAR
11768;2670;CUMHURİYET MAH.TÜYSÜZOĞLU SOKAK NO:835 95160 AYDINCIK/İÇEL/MERSİN;TÜRKİYE;MERSİN;AYDINCIK/İÇEL
11769;2671;KASABA MAH.HALİT GENÇ SOKAK NO:95 98141 CİDE/KASTAMONU;TÜRKİYE;KASTAMONU;CİDE
11770;2671;YAVUZ SELİM MAH.YELPAZE SOKAK NO:691 119257 ARNAVUTKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;ARNAVUTKÖY
11771;2671;GÖLBAŞI MAH.ELAGÖZ SOKAK NO:624 113059 BOZOVA/ŞANLIURFA;TÜRKİYE;ŞANLIURFA;BOZOVA
11772;2671;YENİ MAH.507. SOKAK NO:42 82475 KEMER/ANTALYA/ANTALYA;TÜRKİYE;ANTALYA;KEMER/ANTALYA
11773;2672;DAĞÜSTÜ KÖYÜ MAH.DÜDEN YAYLA EVLERİ SOKAK NO:358 111322 BAŞÇİFTLİK/TOKAT;TÜRKİYE;TOKAT;BAŞÇİFTLİK
11774;2672;ZEYTİNLİK MAH.4398. SOKAK NO:254 118767 KEPEZ/ANTALYA;TÜRKİYE;ANTALYA;KEPEZ
11775;2673;PEHLİVAN MAH.814. SOKAK NO:447 93980 HAKKARİ MERKEZ/HAKKARİ;TÜRKİYE;HAKKARİ;HAKKARİ MERKEZ
11776;2674;MEHMETPAŞA MAH.EĞİLMEZLER SOKAK NO:694 106294 ULUKIŞLA/NİĞDE;TÜRKİYE;NİĞDE;ULUKIŞLA
11777;2675;ÖZGÜRLÜK MAH.236/1. SOKAK NO:49 119483 ÇAYIROVA/KOCAELİ;TÜRKİYE;KOCAELİ;ÇAYIROVA
11778;2675;ICADIYE MAH.CEMİL MERİÇ CADDESİ SOKAK NO:691 96285 ÜSKÜDAR/İSTANBUL;TÜRKİYE;İSTANBUL;ÜSKÜDAR
11779;2675;ALTIAYAK MAH.8558. SOKAK NO:495 118715 KEPEZ/ANTALYA;TÜRKİYE;ANTALYA;KEPEZ
11780;2675;ATATÜRK MAH.KILIÇALİ PAŞA CADDESİ SOKAK NO:295 96334 BÜYÜKÇEKMECE/İSTANBUL;TÜRKİYE;İSTANBUL;BÜYÜKÇEKMECE
11781;2676;HÜRRİYET MAH.355. SOKAK NO:355 80147 DOĞUBAYAZIT/AĞRI;TÜRKİYE;AĞRI;DOĞUBAYAZIT
11782;2676;YENİ MAH.1012. SOKAK NO:548 82492 KORKUTELİ/ANTALYA;TÜRKİYE;ANTALYA;KORKUTELİ
11783;2677;TURGUT REİS MAH.SÖNMEZ SOKAK NO:885 96429 SULTANBEYLİ/İSTANBUL;TÜRKİYE;İSTANBUL;SULTANBEYLİ
11784;2677;ŞAHNAHAN-MERKEZ MAH.BAYINDIR SOKAK NO:243 102503 MALATYA MERKEZ/MALATYA;TÜRKİYE;MALATYA;MALATYA MERKEZ
11785;2678;GÖKTÜRK MERKEZ MAH.KASIM SOKAK NO:39 95829 EYÜP/İSTANBUL;TÜRKİYE;İSTANBUL;EYÜP
11786;2678;KAVAKLI MAH.100008. SOKAK NO:793 78081 SEYHAN/ADANA;TÜRKİYE;ADANA;SEYHAN
11787;2678;İNÖNÜ MAH.1968. SOKAK NO:418 100191 GEBZE/KOCAELİ;TÜRKİYE;KOCAELİ;GEBZE
11788;2679;ALPARSLAN MAH.ÇİFTLİK 9. SOKAK NO:32 108404 BAFRA/SAMSUN;TÜRKİYE;SAMSUN;BAFRA
11789;2679;UZKARA KÖYÜ MAH.DEVECİOĞLU MEVKİ SOKAK NO:162 93003 GİRESUN MERKEZ/GİRESUN;TÜRKİYE;GİRESUN;GİRESUN MERKEZ
11790;2679;CAFERAĞA MAH.MODA MEKTEBİ SOKAK NO:64 96002 KADIKÖY/İSTANBUL;TÜRKİYE;İSTANBUL;KADIKÖY
